image_id,source_url,color_class,local_path,crop_success,failure_reason,timestamp
69de5be04f3b9c1dbaea58f2007ee294a093d18347f1b0066bea658faf3a87f0,https://iblocky.work/mondial-granit/mondial-granit/MG4794/Covers/Calacatta%20viola%204794%20n68_v1776944272.webp,beige,processed_dataset/beige/69de5be04f3b9c1dbaea58f2007ee294a093d18347f1b0066bea658faf3a87f0.png,TRUE,,2026-05-27T05:25:38.401069
ccf2534a27da1fdc464b297ef25f34dc51a0907e3ae26158ebea24a50b7f1aab,https://iblocky.work/mondial-granit/mondial-granit/MG4794/Bundle/Calacatta%20viola%204794%20n50_v1776944264.webp,beige,processed_dataset/beige/ccf2534a27da1fdc464b297ef25f34dc51a0907e3ae26158ebea24a50b7f1aab.png,TRUE,,2026-05-27T05:25:38.422635
4fc51349783de4ad62d5b605477a221c84f4e9e3390ff9fac578453bca3f39d4,https://iblocky.work/mondial-granit/mondial-granit/MG671/Bundle/Calacatta%20viola%20671%20n51_v1776940334.webp,beige,processed_dataset/beige/4fc51349783de4ad62d5b605477a221c84f4e9e3390ff9fac578453bca3f39d4.png,TRUE,,2026-05-27T05:25:38.451847
2d9389ccef5f82f58569c2710dfaecc1e54263e800eb6ce263fca68b64892953,https://iblocky.work/mondial-granit/mondial-granit/MG671/Bundle/Calacatta%20viola%20671%20n63_v1776940344.webp,beige,processed_dataset/beige/2d9389ccef5f82f58569c2710dfaecc1e54263e800eb6ce263fca68b64892953.png,TRUE,,2026-05-27T05:25:38.605388
4ac5656a974ed230c76f6279b171aec1aa76b776ff0f6a05e45c89268a188f4e,https://iblocky.work/mondial-granit/mondial-granit/MG4794/Bundle/Calacatta%20viola%204794%20n68_v1776944268.webp,beige,processed_dataset/beige/4ac5656a974ed230c76f6279b171aec1aa76b776ff0f6a05e45c89268a188f4e.png,TRUE,,2026-05-27T05:25:39.696405
39b055db31d88d0ea08e8b4114708e44c3a0d17d3ae7d0a910ef1b1f9bc95f82,https://iblocky.work/mondial-granit/mondial-granit/MG4745%7C1/Covers/Calacatta%20viola%204745%20n57%201_v1779090005.webp,beige,processed_dataset/beige/39b055db31d88d0ea08e8b4114708e44c3a0d17d3ae7d0a910ef1b1f9bc95f82.png,TRUE,,2026-05-27T05:25:39.745182
c138dea0b1f76da743ef70a5084b26341fd31400434fb2af40406aefba9edd52,https://iblocky.work/mondial-granit/mondial-granit/MG4794/Bundle/Calacatta%20viola%204794%2060_v1776944266.webp,beige,processed_dataset/beige/c138dea0b1f76da743ef70a5084b26341fd31400434fb2af40406aefba9edd52.png,TRUE,,2026-05-27T05:25:39.838317
d08230b67bb4103f489da6417e7c2ffbef50f479d57fb3d02ffcf5d49fc4552b,https://iblocky.work/mondial-granit/mondial-granit/MG4794/Bundle/Calacatta%20viola%204794%20n76_v1776944270.webp,beige,processed_dataset/beige/d08230b67bb4103f489da6417e7c2ffbef50f479d57fb3d02ffcf5d49fc4552b.png,TRUE,,2026-05-27T05:25:39.844172
ca9348a36249a699ee80af08076df0efa71f6e0dd71d2b64eb73c4b33d152a15,https://iblocky.work/mondial-granit/mondial-granit/MG4745%7C1/Bundle/Calacatta%20viola%204745%20n49%202_v1779089992.webp,beige,processed_dataset/beige/ca9348a36249a699ee80af08076df0efa71f6e0dd71d2b64eb73c4b33d152a15.png,TRUE,,2026-05-27T05:25:40.852274
92e342ea29a6397a61c1940450da0331a515f21acf984dbda32b01e7cca8a3d0,https://iblocky.work/mondial-granit/mondial-granit/MG4745%7C1/Bundle/Calacatta%20viola%204745%20n57%201_v1779089932.webp,beige,processed_dataset/beige/92e342ea29a6397a61c1940450da0331a515f21acf984dbda32b01e7cca8a3d0.png,TRUE,,2026-05-27T05:25:41.128668
4ee08ff43307db43228134d2d0c92d06c1d0ceff1ded4d160ea86b1d936bf5dc,https://iblocky.work/mondial-granit/mondial-granit/MG058214/Bundle/tmp_if2_drk_v1776961635.webp,beige,processed_dataset/beige/4ee08ff43307db43228134d2d0c92d06c1d0ceff1ded4d160ea86b1d936bf5dc.png,TRUE,,2026-05-27T05:25:41.244604
a243790e92db671ad03979a0aec36810151aefb715fa82a4cb86adf5d89467ea,https://iblocky.work/mondial-granit/mondial-granit/MG058214/Covers/tmp55rmvo23_v1776961633.webp,beige,processed_dataset/beige/a243790e92db671ad03979a0aec36810151aefb715fa82a4cb86adf5d89467ea.png,TRUE,,2026-05-27T05:25:41.314995
17539f765f6e6af2e1408a572f367737a3fbcc2921983c88d1c7edbcb0694a78,https://iblocky.work/mondial-granit/mondial-granit/MG058214/Bundle/tmphx_grffw_v1776961642.webp,beige,processed_dataset/beige/17539f765f6e6af2e1408a572f367737a3fbcc2921983c88d1c7edbcb0694a78.png,TRUE,,2026-05-27T05:25:41.879479
f110147c3beda89a87cf1f27fb5b8b491f3583250c6a453b1de5eddc0e29c812,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Covers/Calacatta%20viola%20231533%20n25_v1779782776.webp,beige,processed_dataset/beige/f110147c3beda89a87cf1f27fb5b8b491f3583250c6a453b1de5eddc0e29c812.png,TRUE,,2026-05-27T05:25:42.004772
f4c85abb9de163659da109e9b1da0e069439f5e14b08eb3cc49cd4615859db8e,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Bundle/Calacatta%20viola%20231533%20n9_v1779780429.webp,beige,processed_dataset/beige/f4c85abb9de163659da109e9b1da0e069439f5e14b08eb3cc49cd4615859db8e.png,TRUE,,2026-05-27T05:25:42.548650
7924521861a262a3cabc6efe264656724635daf4fe3b70d37b6fc25c755064b5,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Bundle/Calacatta%20viola%20231533%20n1_v1779780424.webp,beige,processed_dataset/beige/7924521861a262a3cabc6efe264656724635daf4fe3b70d37b6fc25c755064b5.png,TRUE,,2026-05-27T05:25:42.631018
a54466e0226fcc135d8f0ddc69c7caa0173167b38cb6577e97012e11f5b75d2c,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Bundle/Calacatta%20viola%20231533%20n17_v1779781557.webp,beige,processed_dataset/beige/a54466e0226fcc135d8f0ddc69c7caa0173167b38cb6577e97012e11f5b75d2c.png,TRUE,,2026-05-27T05:25:42.907797
2c0fa9b45159aa3b8a59cfe1909a07572f18ee54ac23a3a3e03634f412f08581,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Bundle/Calacatta%20viola%20231533%20n25_v1779782770.webp,beige,processed_dataset/beige/2c0fa9b45159aa3b8a59cfe1909a07572f18ee54ac23a3a3e03634f412f08581.png,TRUE,,2026-05-27T05:25:43.246346
886f15e34e283fde6901494b87fc8768a736e79f1b2d26a99adbbd61ab374cfa,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Bundle/SCalacatta%20viola%20231533%20n41_v1779784589.webp,beige,processed_dataset/beige/886f15e34e283fde6901494b87fc8768a736e79f1b2d26a99adbbd61ab374cfa.png,TRUE,,2026-05-27T05:25:43.617095
65baebed9a116e3b992dd3241575bcc894ebac015ebe2c02c14d24e49d68744b,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Bundle/SCalacatta%20viola%20231533%20n33_v1779784586.webp,beige,processed_dataset/beige/65baebed9a116e3b992dd3241575bcc894ebac015ebe2c02c14d24e49d68744b.png,TRUE,,2026-05-27T05:25:43.704875
ef99b9ea7bc80cd64b175c4c87c50a641b6cd86a5db230f53ca5c4e49805fb3c,https://iblocky.work/mondial-granit/mondial-granit/MG231533/Bundle/SCalacatta%20viola%20231533%20n49_v1779785337.webp,beige,processed_dataset/beige/ef99b9ea7bc80cd64b175c4c87c50a641b6cd86a5db230f53ca5c4e49805fb3c.png,TRUE,,2026-05-27T05:25:43.974432
d5a783ba536d05b7322643c68cebbeb3fa5d86e30ae54c87c9b22d0ea072d723,https://iblocky.work/mondial-granit/mondial-granit/MG000652/Bundle/41_00478-652-041_v1776959660.webp,beige,processed_dataset/beige/d5a783ba536d05b7322643c68cebbeb3fa5d86e30ae54c87c9b22d0ea072d723.png,TRUE,,2026-05-27T05:25:44.053182
6f97e1a728f9e8bfa50dc477fd8d46e87a6f63d1f01df4f28fdf7ec83822646b,https://iblocky.work/mondial-granit/mondial-granit/MG000652/Bundle/47_00478-652-047_v1776959661.webp,beige,processed_dataset/beige/6f97e1a728f9e8bfa50dc477fd8d46e87a6f63d1f01df4f28fdf7ec83822646b.png,TRUE,,2026-05-27T05:25:44.466016
fdb4fae6a53295ab46cae2978d9ac7fbb407375cf3b090682637afefb2c39f0f,https://iblocky.work/mondial-granit/mondial-granit/MG000652/Bundle/55_00478-652-055_v1776959663.webp,beige,processed_dataset/beige/fdb4fae6a53295ab46cae2978d9ac7fbb407375cf3b090682637afefb2c39f0f.png,TRUE,,2026-05-27T05:25:44.705709
aeb9ae1b959f95e058bfbcbde27e4677830f04325bc66b19565b18d6b780be72,https://iblocky.work/mondial-granit/mondial-granit/MG000652/Bundle/61_00478-652-061_v1776959664.webp,beige,processed_dataset/beige/aeb9ae1b959f95e058bfbcbde27e4677830f04325bc66b19565b18d6b780be72.png,TRUE,,2026-05-27T05:25:44.938215
d74be9b6359eafd905857856ac6cee0a7b5a58045035ede66e874e07c8c5f6e8,https://iblocky.work/mondial-granit/mondial-granit/MG000652/Bundle/51_00478-652-051_v1776959662.webp,beige,processed_dataset/beige/d74be9b6359eafd905857856ac6cee0a7b5a58045035ede66e874e07c8c5f6e8.png,TRUE,,2026-05-27T05:25:45.031763
b6e5ee5b9b15cf2993b02467e62d66aa96627952f69614c1d06d6e6ec6ac2862,https://iblocky.work/mondial-granit/mondial-granit/MG000652/Bundle/81_00478-652-081_v1776959666.webp,beige,processed_dataset/beige/b6e5ee5b9b15cf2993b02467e62d66aa96627952f69614c1d06d6e6ec6ac2862.png,TRUE,,2026-05-27T05:25:45.333158
0b1c8a3bce505023fed8388512cdd38d40fa1f9a79a50220d51a5b326709e0ca,https://iblocky.work/mondial-granit/mondial-granit/MG4855/Covers/Calacatta%20viola%204855%20n24_v1779089535.webp,beige,processed_dataset/beige/0b1c8a3bce505023fed8388512cdd38d40fa1f9a79a50220d51a5b326709e0ca.png,TRUE,,2026-05-27T05:25:45.913859
3d5721f3e31c36e719dc0a10c29a01c2a396c5a58526fa48be7db80687f3e741,https://iblocky.work/mondial-granit/mondial-granit/MG4855/Bundle/Calacatta%20viola%204855%20n16_v1779089510.webp,beige,processed_dataset/beige/3d5721f3e31c36e719dc0a10c29a01c2a396c5a58526fa48be7db80687f3e741.png,TRUE,,2026-05-27T05:25:46.064405
f37a36d84c3333ad51f765389a6ee12e589ef40ac2fb69f302edac066bc62b6e,https://iblocky.work/mondial-granit/mondial-granit/MG4855/Bundle/Calacatta%20viola%204855%20n8_v1779089506.webp,beige,processed_dataset/beige/f37a36d84c3333ad51f765389a6ee12e589ef40ac2fb69f302edac066bc62b6e.png,TRUE,,2026-05-27T05:25:46.137888
0bbeacf1a4eb932c5bdd2e6730f5ee37f9458d98de97092ba52624f79bfdbefa,https://iblocky.work/mondial-granit/mondial-granit/MG4855/Bundle/Calacatta%20viola%204855%20n24_v1779089524.webp,beige,processed_dataset/beige/0bbeacf1a4eb932c5bdd2e6730f5ee37f9458d98de97092ba52624f79bfdbefa.png,TRUE,,2026-05-27T05:25:46.415603
7d096aeba3fd59d7e5e8ae06d5c96bb68a2338636c2c9f9c06fe388b3f8c78a8,https://iblocky.work/mondial-granit/mondial-granit/MG4855/Bundle/Calacatta%20viola%204855%20n32_v1779089529.webp,beige,processed_dataset/beige/7d096aeba3fd59d7e5e8ae06d5c96bb68a2338636c2c9f9c06fe388b3f8c78a8.png,TRUE,,2026-05-27T05:25:47.044730
8518068a8a773873151a38d577e060426383a3f10fe1ca57fef3bf0ac5594a66,https://iblocky.work/mondial-granit/mg-carrara/P231533/Bundle/P231533-1.webp,beige,processed_dataset/beige/8518068a8a773873151a38d577e060426383a3f10fe1ca57fef3bf0ac5594a66.png,TRUE,,2026-05-27T05:25:47.110065
e959ed5cdd75741c24da3df3a4b502e9d8d0a6724d07f897455c6b1fee7fa2af,https://iblocky.work/mondial-granit/mg-carrara/P231533/Cover/cover.webp,beige,processed_dataset/beige/e959ed5cdd75741c24da3df3a4b502e9d8d0a6724d07f897455c6b1fee7fa2af.png,TRUE,,2026-05-27T05:25:47.147931
6cf53459f0567886e9560561313e464282c3728ecf6e6223b1c20f87c5e93313,https://iblocky.work/mondial-granit/mg-carrara/P231533/Bundle/P231533-9.webp,beige,processed_dataset/beige/6cf53459f0567886e9560561313e464282c3728ecf6e6223b1c20f87c5e93313.png,TRUE,,2026-05-27T05:25:47.339548
33c09d2ce2add561be553748ecabbc73c3726db6623c5d3d1c8477ad9a1a2851,https://iblocky.work/mondial-granit/mg-carrara/P231533/Bundle/P231533-17.webp,beige,processed_dataset/beige/33c09d2ce2add561be553748ecabbc73c3726db6623c5d3d1c8477ad9a1a2851.png,TRUE,,2026-05-27T05:25:48.041297
d6d4d2e0f49826bb1ba0907fc6bed1aecfb3bb1b8a6e32a12c9891fa91ab8f46,https://iblocky.work/mondial-granit/mg-carrara/P231533/Bundle/P231533-25.webp,beige,processed_dataset/beige/d6d4d2e0f49826bb1ba0907fc6bed1aecfb3bb1b8a6e32a12c9891fa91ab8f46.png,TRUE,,2026-05-27T05:25:48.066912
